"﻿AGNO","RBD","DGV_RBD","NOM_RBD","MRUN","RUT_SOSTENEDOR","P_JURIDICA","COD_REG_RBD","NOM_REG_RBD_A","COD_PRO_RBD","COD_COM_RBD","NOM_COM_RBD","COD_DEPROV_RBD","NOM_DEPROV_RBD","COD_DEPE","COD_DEPE2","RURAL_RBD","LATITUD","LONGITUD","CONVENIO_PIE","ENS_01","ENS_02","ENS_03","ENS_04","ENS_05","ENS_06","ENS_07","ENS_08","ENS_09","ENS_10","ENS_11","MATRICULA","ESTADO_ESTAB","ORI_RELIGIOSA","ORI_OTRO_GLOSA","PAGO_MATRICULA","PAGO_MENSUAL"
"2019","1135","5","ESCUELA BASICA LOS MOLLES","","69050100","1","5","VALPO","54","5401","LA LIGUA","51","QUILLOTA","2","1","1","-32,231723790000","-71,509933470000","0","110","0","0","0","0","0","0","0","0","0","0","1","1","2","","GRATUITO","GRATUITO"
"2019","1136","3","ESCUELA BASICA PUYANCON","","69050100","1","5","VALPO","54","5401","LA LIGUA","51","QUILLOTA","2","1","1","-32,309711460000","-71,217071530000","1","110","0","0","0","0","0","0","0","0","0","0","1","1","7","LAICA","GRATUITO","GRATUITO"
"2019","1137","1","ESCUELA BASICA HORTENCIA POWELL S.","","69050100","1","5","VALPO","54","5401","LA LIGUA","51","QUILLOTA","2","1","1","-32,335597990000","-71,180290220000","0","110","0","0","0","0","0","0","0","0","0","0","1","1","2","","GRATUITO","GRATUITO"
"2019","1139","8","ESCUELA MINISTRO GOMEZ MILLAS","","69050100","1","5","VALPO","54","5401","LA LIGUA","51","QUILLOTA","2","1","1","-32,442230220000","-71,188652040000","1","10","110","0","0","0","0","0","0","0","0","0","1","1","2","","GRATUITO","GRATUITO"
"2019","1140","1","ESCUELA BASICA CARLOS ARIZTIA RUIZ","","69050100","1","5","VALPO","54","5401","LA LIGUA","51","QUILLOTA","2","1","1","-32,318965910000","-71,288787840000","0","110","0","0","0","0","0","0","0","0","0","0","1","1","2","","GRATUITO","GRATUITO"
"2019","1142","8","ESCUELA LA CANELA","","69050100","1","5","VALPO","54","5401","LA LIGUA","51","QUILLOTA","2","1","1","-32,362373350000","-71,158660890000","1","110","0","0","0","0","0","0","0","0","0","0","1","1","1","","GRATUITO","GRATUITO"
"2019","1143","6","ESCUELA BASICA QUEBRADILLA","","69050100","1","5","VALPO","54","5401","LA LIGUA","51","QUILLOTA","2","1","1","-32,489833830000","-71,258789060000","1","110","0","0","0","0","0","0","0","0","0","0","1","1","1","","GRATUITO","GRATUITO"
"2019","1144","4","ESCUELA BASICA PICHICUY","","69050100","1","5","VALPO","54","5401","LA LIGUA","51","QUILLOTA","2","1","1","-32,381870270000","-71,121154790000","0","110","0","0","0","0","0","0","0","0","0","0","1","1","2","","GRATUITO","GRATUITO"
"2019","1145","2","ESCUELA ENRIQUE DOLL ROJAS","","69050100","1","5","VALPO","54","5401","LA LIGUA","51","QUILLOTA","2","1","1","-32,475891110000","-71,186912540000","1","110","0","0","0","0","0","0","0","0","0","0","1","1","2","","GRATUITO","GRATUITO"
"2019","1147","9","ESCUELA FERNANDO GARCIA OLDINI","","69050500","1","5","VALPO","54","5404","PETORCA","51","QUILLOTA","2","1","1","-32,280540470000","-71,011672970000","1","10","110","0","0","0","0","0","0","0","0","0","1","1","2","","GRATUITO","GRATUITO"
"2019","1148","7","LICEO JOSE MANUEL BORGONO NUNEZ","","69050500","1","5","VALPO","54","5404","PETORCA","51","QUILLOTA","2","1","0","-32,251888280000","-70,930679320000","1","10","110","165","310","363","410","0","0","0","0","0","1","1","1","","GRATUITO","GRATUITO"
"2019","1149","5","LICEO CORDILLERA","","69050500","1","5","VALPO","54","5404","PETORCA","51","QUILLOTA","2","1","1","-32,221714020000","-70,832336430000","1","10","110","299","710","0","0","0","0","0","0","0","1","1","2","","$1.000 A $10.000","GRATUITO"
"2019","1150","9","ESCUELA BASICA NEFTALI REYES B.","","69050500","1","5","VALPO","54","5404","PETORCA","51","QUILLOTA","2","1","1","-32,321411130000","-71,058486940000","1","110","299","0","0","0","0","0","0","0","0","0","1","1","2","","GRATUITO","GRATUITO"
"2019","1151","7","ESCUELA BASICA VILLA SANTA ANA","","69050500","1","5","VALPO","54","5404","PETORCA","51","QUILLOTA","2","1","1","-32,179775240000","-70,811027530000","0","110","0","0","0","0","0","0","0","0","0","0","1","1","2","","GRATUITO","GRATUITO"
"2019","1152","5","ESCUELA EDUARDO FREI MONTALVA","","69050500","1","5","VALPO","54","5404","PETORCA","51","QUILLOTA","2","1","1","-32,238204960000","-70,874084470000","1","10","110","0","0","0","0","0","0","0","0","0","1","1","2","","GRATUITO","GRATUITO"
"2019","1153","3","ESCUELA BASICA EL CRUCERO","","69050500","1","5","VALPO","54","5404","PETORCA","51","QUILLOTA","2","1","1","-32,092304230000","-70,800071720000","0","110","0","0","0","0","0","0","0","0","0","0","1","1","2","","GRATUITO","GRATUITO"
"2019","1154","1","ESCUELA RAUL ESCOBAR VARAS","","69050500","1","5","VALPO","54","5404","PETORCA","51","QUILLOTA","2","1","1","-32,17045131","-71,06728002","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","","GRATUITO","GRATUITO"
"2019","1156","8","ESCUELA BASICA G-24","","69050500","1","5","VALPO","54","5404","PETORCA","51","QUILLOTA","2","1","1","-32,252952580000","-71,137855530000","1","110","0","0","0","0","0","0","0","0","0","0","1","1","2","","GRATUITO","GRATUITO"
"2019","1157","6","ESCUELA BASICA LOS ALAMOS EL SOBRANTE","","69050500","1","5","VALPO","54","5404","PETORCA","51","QUILLOTA","2","1","1","-32,227626800000","-70,807617190000","1","10","110","0","0","0","0","0","0","0","0","0","1","1","2","","GRATUITO","GRATUITO"
"2019","1158","4","ESCUELA BASICA BENANCIO PEREZ","","69050500","1","5","VALPO","54","5404","PETORCA","51","QUILLOTA","2","1","1","-32,196498870000","-71,132347110000","0","110","0","0","0","0","0","0","0","0","0","0","1","1","2","","GRATUITO","GRATUITO"
"2019","1160","6","ESCUELA HOGAR FRONTERIZA DE CHALACO","","69050500","1","5","VALPO","54","5404","PETORCA","51","QUILLOTA","2","1","1","-32,187484740000","-70,803451540000","1","10","110","0","0","0","0","0","0","0","0","0","1","1","2","","GRATUITO","GRATUITO"
"2019","1161","4","ESCUELA BASICA PEDEGUA","","69050500","1","5","VALPO","54","5404","PETORCA","51","QUILLOTA","2","1","1","-32,357109070000","-71,069816590000","1","10","110","0","0","0","0","0","0","0","0","0","1","1","2","","GRATUITO","GRATUITO"
"2019","1162","2","ESCUELA PARTICULAR JUAN PABLO II","","65371690","1","5","VALPO","54","5404","PETORCA","51","QUILLOTA","3","2","1","-32,314220200000","-71,069584460000","0","10","110","0","0","0","0","0","0","0","0","0","1","1","2","","GRATUITO","GRATUITO"
"2019","1164","9","COL. CATOLICO PDTE.MANUEL MONTT","","65371690","1","5","VALPO","54","5404","PETORCA","51","QUILLOTA","3","2","0","-32,251364520000","-70,931570210000","0","10","110","310","0","0","0","0","0","0","0","0","1","1","2","","GRATUITO","GRATUITO"
"2019","1166","5","COLEGIO SAGRADO CORAZON","","72586100","1","5","VALPO","54","5404","PETORCA","51","QUILLOTA","3","2","1","-32,224145400000","-70,843197440000","1","10","110","0","0","0","0","0","0","0","0","0","1","1","2","","GRATUITO","GRATUITO"
"2019","1167","3","LICEO Y ESCUELA MUNICIPAL","","69050200","1","5","VALPO","54","5402","CABILDO","51","QUILLOTA","2","1","0","-32,429027560000","-71,069496150000","1","310","363","410","510","610","0","0","0","0","0","0","1","1","2","","GRATUITO","GRATUITO"
"2019","1168","1","ESCUELA HANS WENKE MENGERS","","69050200","1","5","VALPO","54","5402","CABILDO","51","QUILLOTA","2","1","0","-32,433815000000","-71,069778440000","1","10","110","0","0","0","0","0","0","0","0","0","1","1","2","","GRATUITO","GRATUITO"
"2019","1170","3","ESCUELA BASICA VALLE DE ARTIFICIO","","69050200","1","5","VALPO","54","5402","CABILDO","51","QUILLOTA","2","1","0","-32,394451140000","-71,094764710000","1","10","110","0","0","0","0","0","0","0","0","0","1","1","1","","GRATUITO","GRATUITO"
"2019","1171","1","ESCUELA BASICA LA FRONTERA DE ALICAHUE","","69050200","1","5","VALPO","54","5402","CABILDO","51","QUILLOTA","2","1","1","-32,351127620000","-70,782493590000","0","110","0","0","0","0","0","0","0","0","0","0","1","1","1","","GRATUITO","GRATUITO"
"2019","1173","8","ESCUELA ESTER SILVA SOMARRIVA BARTOLILLO","","69050200","1","5","VALPO","54","5402","CABILDO","51","QUILLOTA","2","1","1","-32,387916560000","-70,853912350000","1","10","110","0","0","0","0","0","0","0","0","0","1","1","2","","GRATUITO","GRATUITO"
"2019","1174","6","ESCUELA BASICA SAN LORENZO","","69050200","1","5","VALPO","54","5402","CABILDO","51","QUILLOTA","2","1","1","-32,434917450000","-70,983932500000","1","10","110","0","0","0","0","0","0","0","0","0","1","1","2","","GRATUITO","GRATUITO"
"2019","1175","4","ESCUELA BASICA","","69050200","1","5","VALPO","54","5402","CABILDO","51","QUILLOTA","2","1","1","","","0","0","0","0","0","0","0","0","0","0","0","0","0","3","9","","SIN INFORMACION","SIN INFORMACION"
"2019","1176","2","ESCUELA PABLO NERUDA","","69050200","1","5","VALPO","54","5402","CABILDO","51","QUILLOTA","2","1","1","-32,405002590000","-71,034095760000","1","10","110","0","0","0","0","0","0","0","0","0","1","1","2","","GRATUITO","GRATUITO"
"2019","1177","0","ESCUELA BASICA CERRO NEGRO","","69050200","1","5","VALPO","54","5402","CABILDO","51","QUILLOTA","2","1","1","","","0","0","0","0","0","0","0","0","0","0","0","0","0","2","9","","SIN INFORMACION","SIN INFORMACION"
"2019","1178","9","ESCUELA BASICA LA VINA","","69050200","1","5","VALPO","54","5402","CABILDO","51","QUILLOTA","2","1","1","-32,426219940000","-70,920150760000","1","10","110","0","0","0","0","0","0","0","0","0","1","1","2","","GRATUITO","GRATUITO"
"2019","1179","7","ESCUELA BASICA MANUEL RODRIGUEZ","","69050200","1","5","VALPO","54","5402","CABILDO","51","QUILLOTA","2","1","1","-32,46019766","-71,10545727","0","0","0","0","0","0","0","0","0","0","0","0","0","3","1","","GRATUITO","GRATUITO"
"2019","1180","0","ESCUELA BASICA G-45","","69050200","1","5","VALPO","54","5402","CABILDO","51","QUILLOTA","2","1","1","-32,446716310000","-70,947402950000","1","10","110","0","0","0","0","0","0","0","0","0","1","1","1","","GRATUITO","GRATUITO"
"2019","1181","9","ESCUELA BASICA LOS ANGELES","","69050200","1","5","VALPO","54","5402","CABILDO","51","QUILLOTA","2","1","1","-32,494247440000","-70,962928770000","0","110","0","0","0","0","0","0","0","0","0","0","1","1","2","","GRATUITO","GRATUITO"
"2019","1182","7","ESCUELA BASICA G-47","","69050200","1","5","VALPO","54","5402","CABILDO","51","QUILLOTA","2","1","1","-32,525875090000","-70,925193790000","0","110","0","0","0","0","0","0","0","0","0","0","1","1","1","","GRATUITO","GRATUITO"
"2019","1183","5","LICEO DE ZAPALLAR","","69050400","1","5","VALPO","54","5405","ZAPALLAR","51","QUILLOTA","2","1","0","-32,556526180000","-71,455375670000","1","10","110","310","0","0","0","0","0","0","0","0","1","1","1","","GRATUITO","GRATUITO"
"2019","1184","3","ESCUELA BASICA MERCEDES MATURANA GALLARDO","","69050400","1","5","VALPO","54","5405","ZAPALLAR","51","QUILLOTA","2","1","1","-32,567600250000","-71,275047300000","1","10","110","310","0","0","0","0","0","0","0","0","1","1","1","","GRATUITO","GRATUITO"
"2019","1185","1","ESCUELA BALNEARIO CACHAGUA","","69050400","1","5","VALPO","54","5405","ZAPALLAR","51","QUILLOTA","2","1","0","-32,576862340000","-71,445091250000","1","110","0","0","0","0","0","0","0","0","0","0","1","1","1","","GRATUITO","GRATUITO"
"2019","1187","8","ESCUELA","","69050400","1","5","VALPO","54","5405","ZAPALLAR","51","QUILLOTA","2","1","1","","","0","0","0","0","0","0","0","0","0","0","0","0","0","3","9","","SIN INFORMACION","SIN INFORMACION"
"2019","1189","4","ESCUELA BASICA AURELIO DURAN ALMENDRO","","69050400","1","5","VALPO","54","5405","ZAPALLAR","51","QUILLOTA","2","1","1","-32,573738100000","-71,304397580000","1","10","110","0","0","0","0","0","0","0","0","0","1","1","1","","GRATUITO","GRATUITO"
"2019","1190","8","COLEGIO PARROQUIAL FRANCISCO DIDIER","","72239800","1","5","VALPO","54","5405","ZAPALLAR","51","QUILLOTA","3","2","0","-32,553751380000","-71,457679160000","1","10","110","310","0","0","0","0","0","0","0","0","1","1","2","","GRATUITO","GRATUITO"
"2019","1191","6","ESCUELA PAPUDO","","69050300","1","5","VALPO","54","5403","PAPUDO","51","QUILLOTA","2","1","0","-32,507781980000","-71,439247130000","1","10","110","0","0","0","0","0","0","0","0","0","1","1","2","","GRATUITO","GRATUITO"
"2019","1192","4","ESCUELA RURAL PULLALLY","","69050300","1","5","VALPO","54","5403","PAPUDO","51","QUILLOTA","2","1","1","-32,437263490000","-71,314987180000","1","10","110","0","0","0","0","0","0","0","0","0","1","1","1","","GRATUITO","GRATUITO"
"2019","1194","0","LICEO MAXIMILIANO SALAS MARCHAN","","69051100","1","5","VALPO","53","5301","LOS ANDES","52","LOS ANDES","2","1","0","-32,837028500000","-70,600776670000","1","110","165","310","363","0","0","0","0","0","0","0","1","1","7","LAICO","GRATUITO","GRATUITO"
"2019","1195","9","LICEO COMERCIAL DE LOS ANDES","","71728900","1","5","VALPO","53","5301","LOS ANDES","52","LOS ANDES","5","4","0","-32,837942150000","-70,595126290000","0","310","410","510","0","0","0","0","0","0","0","0","1","1","1","","GRATUITO","GRATUITO"
"2019","1196","7","LICEO TECNICO AMANCAY","","69051100","1","5","VALPO","53","5301","LOS ANDES","52","LOS ANDES","2","1","0","-32,835399630000","-70,596824650000","1","410","610","0","0","0","0","0","0","0","0","0","1","1","1","","GRATUITO","GRATUITO"
"2019","1197","5","ESCUELA ESPANA","","69051100","1","5","VALPO","53","5301","LOS ANDES","52","LOS ANDES","2","1","0","-32,834026340000","-70,593635560000","1","10","110","0","0","0","0","0","0","0","0","0","1","1","1","","GRATUITO","GRATUITO"
"2019","1198","3","LICEO REPUBLICA ARGENTINA","","69051100","1","5","VALPO","53","5301","LOS ANDES","52","LOS ANDES","2","1","0","-32,833183290000","-70,603347780000","1","10","110","299","310","0","0","0","0","0","0","0","1","1","1","","GRATUITO","GRATUITO"
"2019","1199","1","LICEO POLITECNICO AMERICA","","69051100","1","5","VALPO","53","5301","LOS ANDES","52","LOS ANDES","2","1","0","-32,838962550000","-70,599319460000","1","299","510","0","0","0","0","0","0","0","0","0","1","1","1","","GRATUITO","GRATUITO"
"2019","1200","9","ESCUELA JOHN KENNEDY","","69051100","1","5","VALPO","53","5301","LOS ANDES","52","LOS ANDES","2","1","0","-32,838111880000","-70,601325990000","1","10","110","299","0","0","0","0","0","0","0","0","1","1","1","","GRATUITO","GRATUITO"
"2019","1201","7","ESCUELA ESPECIAL VALLE ANDINO","","69051100","1","5","VALPO","53","5301","LOS ANDES","52","LOS ANDES","2","1","0","-32,827140810000","-70,604492190000","0","212","0","0","0","0","0","0","0","0","0","0","1","1","1","","GRATUITO","GRATUITO"
"2019","1202","5","ESCUELA FERROVIARIA","","69051100","1","5","VALPO","53","5301","LOS ANDES","52","LOS ANDES","2","1","0","-32,829864500000","-70,607521060000","1","10","110","0","0","0","0","0","0","0","0","0","1","1","2","","GRATUITO","GRATUITO"
"2019","1203","3","ESCUELA GABRIELA MISTRAL","","69051100","1","5","VALPO","53","5301","LOS ANDES","52","LOS ANDES","2","1","0","-32,836994170000","-70,582077030000","1","10","110","0","0","0","0","0","0","0","0","0","1","1","7","ECUMENICA","GRATUITO","GRATUITO"
"2019","1204","1","ESCUELA BASICA GRAL.JOSE MIGUEL CARRERA","","69051100","1","5","VALPO","53","5301","LOS ANDES","52","LOS ANDES","2","1","0","-32,827621460000","-70,604995730000","1","10","110","0","0","0","0","0","0","0","0","0","1","1","1","","GRATUITO","GRATUITO"
"2019","1206","8","C.E.I.A DR. OSVALDO ROJAS GONZALEZ","","69051100","1","5","VALPO","53","5301","LOS ANDES","52","LOS ANDES","2","1","0","-32,834941860000","-70,598068240000","1","165","167","363","563","0","0","0","0","0","0","0","1","1","1","","GRATUITO","GRATUITO"
"2019","1208","4","ESCUELA BASICA RIO BLANCO","","69051100","1","5","VALPO","53","5301","LOS ANDES","52","LOS ANDES","2","1","1","-32,909683230000","-70,304359440000","1","10","110","0","0","0","0","0","0","0","0","0","1","1","1","","GRATUITO","GRATUITO"
"2019","1210","6","ESCUELA EL SAUCE","","69051100","1","5","VALPO","53","5301","LOS ANDES","52","LOS ANDES","2","1","0","-32,835300450000","-70,548034670000","1","10","110","0","0","0","0","0","0","0","0","0","1","1","1","","GRATUITO","GRATUITO"
"2019","1211","4","ESCUELA IGNACIO CARRERA PINTO","","69051100","1","5","VALPO","53","5301","LOS ANDES","52","LOS ANDES","2","1","0","-32,845539090000","-70,595298770000","1","10","110","0","0","0","0","0","0","0","0","0","1","1","2","","GRATUITO","GRATUITO"
"2019","1212","2","ESCUELA JUAN GOMEZ MILLAS","","69050600","1","5","VALPO","57","5701","SAN FELIPE","52","LOS ANDES","2","1","1","-32,825038910000","-70,659141540000","1","10","110","0","0","0","0","0","0","0","0","0","1","1","2","","GRATUITO","GRATUITO"
"2019","1213","0","LICEO PARTICULAR MIXTO LOS ANDES","","65144121","1","5","VALPO","53","5301","LOS ANDES","52","LOS ANDES","3","2","0","-32,825970320000","-70,611499060000","1","10","110","310","410","510","0","0","0","0","0","0","1","1","1","","GRATUITO","GRATUITO"
"2019","1214","9","COLEGIO MARIA AUXILIADORA","","70083600","1","5","VALPO","53","5301","LOS ANDES","52","LOS ANDES","3","2","0","-32,832386690000","-70,601650310000","0","110","310","0","0","0","0","0","0","0","0","0","1","1","2","","$1.000 A $10.000","$50.001 A $100.000"
"2019","1215","7","ESCUELA PARTICULAR SAN JOSE","","70015600","1","5","VALPO","53","5301","LOS ANDES","52","LOS ANDES","3","2","0","-32,829377120000","-70,597952740000","0","10","110","0","0","0","0","0","0","0","0","0","1","1","2","","GRATUITO","GRATUITO"
"2019","1216","5","ESCUELA PARTICULAR HUMBERTO CASARINO","","65142982","1","5","VALPO","53","5301","LOS ANDES","52","LOS ANDES","3","2","0","-32,842769890000","-70,600917420000","0","10","110","0","0","0","0","0","0","0","0","0","1","1","1","","GRATUITO","GRATUITO"
"2019","1217","3","LICEO SANTA CLARA","","70357700","1","5","VALPO","53","5301","LOS ANDES","52","LOS ANDES","3","2","0","-32,840523980000","-70,598798470000","0","10","110","0","0","0","0","0","0","0","0","0","1","1","2","","GRATUITO","GRATUITO"
"2019","1218","1","ESCUELA PARTICULAR JEAN PIAGET","","65155288","1","5","VALPO","53","5301","LOS ANDES","52","LOS ANDES","3","2","0","-32,852415700000","-70,588559550000","1","10","110","0","0","0","0","0","0","0","0","0","1","1","7","CRISTIANO","GRATUITO","GRATUITO"
"2019","1220","3","ESCUELA PARTICULAR METODISTA E.DEL NINO","","65032892","1","5","VALPO","53","5301","LOS ANDES","52","LOS ANDES","3","2","0","-32,831363210000","-70,597921400000","1","10","110","0","0","0","0","0","0","0","0","0","1","1","3","","GRATUITO","GRATUITO"
"2019","1221","1","COLEGIO ALCAZAR","","65154941","1","5","VALPO","53","5301","LOS ANDES","52","LOS ANDES","3","2","0","-32,835821230000","-70,601417260000","0","10","110","0","0","0","0","0","0","0","0","0","1","1","3","","GRATUITO","GRATUITO"
"2019","1225","4","INSTITUTO CHACABUCO","","65266730","1","5","VALPO","53","5301","LOS ANDES","52","LOS ANDES","4","3","0","-32,830241000000","-70,595020000000","0","10","110","310","0","0","0","0","0","0","0","0","1","1","2","","MAS DE $100.000","MAS DE $100.000"
"2019","1226","2","COLEGIO MARIA MONTESSORI","","76121876","1","5","VALPO","53","5301","LOS ANDES","52","LOS ANDES","4","3","0","-32,831645360000","-70,609056840000","0","10","110","310","0","0","0","0","0","0","0","0","1","1","1","","MAS DE $100.000","MAS DE $100.000"
"2019","1228","9","ESCUELA PARTICULAR SAN LORENZO","","","9","5","VALPO","53","5301","LOS ANDES","52","LOS ANDES","4","3","0","","","0","0","0","0","0","0","0","0","0","0","0","0","0","3","9","","SIN INFORMACION","SIN INFORMACION"
"2019","1229","7","COLEGIO PARTICULAR BREGA COLLEGE","12951263","","0","5","VALPO","53","5301","LOS ANDES","52","LOS ANDES","4","3","0","-32,828587000000","-70,605480000000","0","10","110","0","0","0","0","0","0","0","0","0","1","1","2","","$50.001 A $100.000","$50.001 A $100.000"
"2019","1230","0","VILLA MINERA ANDINA","","","9","5","VALPO","53","5301","LOS ANDES","52","LOS ANDES","4","3","0","","","0","0","0","0","0","0","0","0","0","0","0","0","0","3","9","","SIN INFORMACION","SIN INFORMACION"
"2019","1233","5","ESCUELA PABLO NERUDA","","69051400","1","5","VALPO","53","5304","SAN ESTEBAN","52","LOS ANDES","2","1","0","-32,798233030000","-70,579307560000","1","10","110","0","0","0","0","0","0","0","0","0","1","1","1","","GRATUITO","GRATUITO"
"2019","1234","3","ESC. BASICA SILVIO ZENTENO VERGARA","","69051400","1","5","VALPO","53","5304","SAN ESTEBAN","52","LOS ANDES","2","1","0","-32,811031340000","-70,578727720000","1","10","110","0","0","0","0","0","0","0","0","0","1","1","1","","GRATUITO","GRATUITO"
"2019","1235","1","ESCUELA LO CALVO","","69051400","1","5","VALPO","53","5304","SAN ESTEBAN","52","LOS ANDES","2","1","1","-32,753501890000","-70,592140200000","1","10","110","0","0","0","0","0","0","0","0","0","1","1","2","","GRATUITO","GRATUITO"
"2019","1237","8","ESCUELA BÁSICA PADRE HUMBERTO MUÑOZ R.","","69051400","1","5","VALPO","53","5304","SAN ESTEBAN","52","LOS ANDES","2","1","1","-32,714328770000","-70,546096800000","0","110","0","0","0","0","0","0","0","0","0","0","1","1","2","","GRATUITO","GRATUITO"
"2019","1238","6","ESCUELA INCLUSIVA SAN LORENZO","","69051400","1","5","VALPO","53","5304","SAN ESTEBAN","52","LOS ANDES","2","1","0","-32,787940980000","-70,596099850000","1","10","110","0","0","0","0","0","0","0","0","0","1","1","2","","GRATUITO","GRATUITO"
"2019","1239","4","ESCUELA HERMANO FERNANDO DE LA FUENTE","","69051400","1","5","VALPO","53","5304","SAN ESTEBAN","52","LOS ANDES","2","1","1","-32,676624300000","-70,536010740000","0","110","0","0","0","0","0","0","0","0","0","0","1","1","1","","GRATUITO","GRATUITO"
"2019","1240","8","ESCUELA RIO COLORADO","","69051400","1","5","VALPO","53","5304","SAN ESTEBAN","52","LOS ANDES","2","1","1","-32,861919400000","-70,422500610000","1","10","110","0","0","0","0","0","0","0","0","0","1","1","1","","GRATUITO","GRATUITO"
"2019","1243","2","ESCUELA EL COBRE","","69051400","1","5","VALPO","53","5304","SAN ESTEBAN","52","LOS ANDES","2","1","1","-32,744079590000","-70,578460690000","1","10","110","0","0","0","0","0","0","0","0","0","1","1","1","","GRATUITO","GRATUITO"
"2019","1244","0","ESCUELA SAN FRANCISCO","","69051400","1","5","VALPO","53","5304","SAN ESTEBAN","52","LOS ANDES","2","1","1","-32,762207030000","-70,501564030000","0","110","0","0","0","0","0","0","0","0","0","0","1","1","1","","GRATUITO","GRATUITO"
